FName,MName,LName,Title,ReleaseDate,Role
Armando,,Nannuzzi,The Damned,1969-10-14,Cinematographer
Pasqualino,De,Santis,The Damned,1969-10-14,Cinematographer
Maurice,,Jarre,The Damned,1969-10-14,Composer
Sam,,Peckinpah,The Wild Bunch,1969-06-18,Director
Walon,,Green,The Wild Bunch,1969-06-18,Screenwriter
Phil,,Feldman,The Wild Bunch,1969-06-18,Producer
William,,Holden,The Wild Bunch,1969-06-18,Actor
Ernest,,Borgnine,The Wild Bunch,1969-06-18,Actor
Robert,,Ryan,The Wild Bunch,1969-06-18,Actor
Edmond,,O'Brien,The Wild Bunch,1969-06-18,Actor
Warren,,Oates,The Wild Bunch,1969-06-18,Actor
Jaime,,S?nchez,The Wild Bunch,1969-06-18,Actor
Ben,,Johnson,The Wild Bunch,1969-06-18,Actor
Emilio,,Fern?ndez,The Wild Bunch,1969-06-18,Actor
Strother,,Martin,The Wild Bunch,1969-06-18,Actor
L.,Q.,Jones,The Wild Bunch,1969-06-18,Actor
Lucien,,Ballard,The Wild Bunch,1969-06-18,Cinematographer
Jerry,,Fielding,The Wild Bunch,1969-06-18,Composer
Larry,,Peerce,"Goodbye, Columbus",1969-04-03,Director
Arnold,,Schulman,"Goodbye, Columbus",1969-04-03,Screenwriter
Stanley,R.,Jaffe,"Goodbye, Columbus",1969-04-03,Producer
Richard,,Benjamin,"Goodbye, Columbus",1969-04-03,Actor
Ali,,MacGraw,"Goodbye, Columbus",1969-04-03,Actor
Jack,,Klugman,"Goodbye, Columbus",1969-04-03,Actor
Nan,,Martin,"Goodbye, Columbus",1969-04-03,Actor
Enrique,BravoGerald,Hirschfeld,"Goodbye, Columbus",1969-04-03,Cinematographer
Charles,,Fox,"Goodbye, Columbus",1969-04-03,Composer
G?rard,,Patris,Arthur Rubinstein ? The Love of Life,1969-06-17,Director
Fran?ois,,Reichenbach,Arthur Rubinstein ? The Love of Life,1969-06-17,Director
Bernard,,Chevry,Arthur Rubinstein ? The Love of Life,1969-06-17,Producer
Robert,K.,Sharpe,Before the Mountain Was Moved,1970-03-01,Director
Ellis,,Bailey,Before the Mountain Was Moved,1970-03-01,Actor
Michael,,Livesy,Before the Mountain Was Moved,1970-03-01,Cinematographer
Jess,,Soraci,Before the Mountain Was Moved,1970-03-01,Composer
Emile,de,Antonio,In the Year of the Pig,1969-02-26,Director
John,"Attlee,",3rd,In the Year of the Pig,1969-02-26,Producer
Orville,,Schell,In the Year of the Pig,1969-02-26,Producer
Steve,,Addiss,In the Year of the Pig,1969-02-26,Composer
Alberto,,Isaac,The Olympics in Mexico,1969-08-01,Director
Alberto,IsaacFernando,Macotela,The Olympics in Mexico,1969-08-01,Writter
Federico,,Am?rigo,The Olympics in Mexico,1969-08-01,Producer
Benjamin,MontanoAntonio,Reynoso,The Olympics in Mexico,1969-08-01,Cinematographer
Irwin,,Rosten,The Wolf Men,1969-01-01,Producer
Denis,,Sanders,Czechoslovakia 1968,1969-01-01,Director
Robert,M.,Fresco,Czechoslovakia 1968,1969-01-01,Director
Charles,,Bernstein,Czechoslovakia 1968,1969-01-01,Composer
Donald,,Wrye,An Impression of John Steinbeck: Writer,1969-01-01,Director
Joan,,Horvath,Jenny Is a Good Thing,1969-01-01,Director
Gene,,Boomer,Leo Beuerman,1969-01-01,Director
Margaret,,Travis,Leo Beuerman,1969-01-01,Writter
Bob,,Curtis,The Magic Machines,1969-01-01,Director
Joan,Keller,Stern,The Magic Machines,1969-01-01,Producer
Robert,,Gilbert,The Magic Machines,1969-01-01,Actor
Steve,GrumetteGil,Hubbs,The Magic Machines,1969-01-01,Cinematographer
Bill,,Mason,Blake,1969-01-01,Director
Blake,,James,Blake,1969-01-01,Writter
Douglas,,Jackson,Blake,1969-01-01,Producer
Laurent,,Coderre,Blake,1969-01-01,Composer
Ward,,Kimball,It's Tough to Be a Bird,1969-12-10,Director
Ruth,,Buzzi,It's Tough to Be a Bird,1969-12-10,Actor
Richard,,Bakalyan,It's Tough to Be a Bird,1969-12-10,Actor
George,,Bruns,It's Tough to Be a Bird,1969-12-10,Composer
Ryan,,Larkin,Walking,1968-01-01,Director
Stanley,,Kramer,The Secret of Santa Vittoria,1969-10-17,Director
William,,Rose,The Secret of Santa Vittoria,1969-10-17,Screenwriter
George,,Glass,The Secret of Santa Vittoria,1969-10-17,Producer
Anthony,,Quinn,The Secret of Santa Vittoria,1969-10-17,Actor
Virna,,Lisi,The Secret of Santa Vittoria,1969-10-17,Actor
Hardy,,Kr?ger,The Secret of Santa Vittoria,1969-10-17,Actor
Sergio,,Franchi,The Secret of Santa Vittoria,1969-10-17,Actor
Anna,,Magnani,The Secret of Santa Vittoria,1969-10-17,Actor
Renato,,Rascel,The Secret of Santa Vittoria,1969-10-17,Actor
Giancarlo,,Giannini,The Secret of Santa Vittoria,1969-10-17,Actor
Eduardo,,Ciannelli,The Secret of Santa Vittoria,1969-10-17,Actor
Leopoldo,,Trieste,The Secret of Santa Vittoria,1969-10-17,Actor
Giuseppe,,Rotunno,The Secret of Santa Vittoria,1969-10-17,Cinematographer
American,Society,of,The Secret of Santa Vittoria,1969-10-17,Cinematographer
Ernest,,Gold,The Secret of Santa Vittoria,1969-10-17,Composer
Joshua,,Logan,Paint Your Wagon,1969-10-15,Director
Alan,Jay,Lerner,Paint Your Wagon,1969-10-15,Screenwriter
Lee,,Marvin,Paint Your Wagon,1969-10-15,Actor
Clint,,Eastwood,Paint Your Wagon,1969-10-15,Actor
Jean,,Seberg,Paint Your Wagon,1969-10-15,Actor
Ray,,Walston,Paint Your Wagon,1969-10-15,Actor
Harve,,Presnell,Paint Your Wagon,1969-10-15,Actor
